SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
1213 3364 1 U1501 P76 gwa-t11 C2 C3 C4
2499 2364 2 U1501 P76 gwa-t11 C2 C3 C4
7418 795 3 U1501 P76 gwa-t11 C2 C3 C4
7938 848 4 U1501 P76 gwa-t11 C2 C3 C4
8770 632 5 U1501 P76 gwa-t11 C2 C3 C4
11808 724 6 U1501 P76 gwa-t11 C2 C3 C4
14689 3467 7 U1501 P76 gwa-t11 C2 C3 C4
15006 187 8 U1501 P76 gwa-t11 C2 C3 C4
16011 163 9 U1501 P76 gwa-t11 C2 C3 C4
16011 544 9 U1501 P76 gwa-t11 C2 C3 C4
16011 2070 9 U1501 P76 gwa-t11 C2 C3 C4
16568 833 10 U1501 P76 gwa-t11 C2 C3 C4
17505 1593 11 U1501 P76 gwa-t11 C2 C3 C4
17722 2307 12 U1501 P76 gwa-t11 C2 C3 C4
17881 3048 13 U1501 P76 gwa-t11 C2 C3 C4
18455 2494 14 U1501 P76 gwa-t11 C2 C3 C4
19585 1398 15 U1501 P76 gwa-t11 C2 C3 C4
20184 997 16 U1501 P76 gwa-t11 C2 C3 C4
20184 515 16 U1501 P76 gwa-t11 C2 C3 C4
20955 120 17 U1501 P76 gwa-t11 C2 C3 C4
22836 978 18 U1501 P76 gwa-t11 C2 C3 C4
22836 998 18 U1501 P76 gwa-t11 C2 C3 C4
22836 2155 18 U1501 P76 gwa-t11 C2 C3 C4
23185 29 19 U1501 P76 gwa-t11 C2 C3 C4
25815 4244 20 U1501 P76 gwa-t11 C2 C3 C4
26299 595 21 U1501 P76 gwa-t11 C2 C3 C4
26299 1260 21 U1501 P76 gwa-t11 C2 C3 C4
27856 647 22 U1501 P76 gwa-t11 C2 C3 C4
30368 75 23 U1501 P76 gwa-t11 C2 C3 C4
34557 1638 24 U1501 P76 gwa-t11 C2 C3 C4
35206 54 25 U1501 P76 gwa-t11 C2 C3 C4
35454 654 26 U1501 P76 gwa-t11 C2 C3 C4
35454 74 26 U1501 P76 gwa-t11 C2 C3 C4
36504 376 27 U1501 P76 gwa-t11 C2 C3 C4
37801 2835 28 U1501 P76 gwa-t11 C2 C3 C4
38160 4248 29 U1501 P76 gwa-t11 C2 C3 C4
39426 562 30 U1501 P76 gwa-t11 C2 C3 C4
41574 380 31 U1501 P76 gwa-t11 C2 C3 C4
41890 51 32 U1501 P76 gwa-t11 C2 C3 C4
42947 1787 33 U1501 P76 gwa-t11 C2 C3 C4
872 54 1 U1502 P76 gwa-t11 C5 C1 C1
1403 8 2 U1502 P76 gwa-t11 C5 C1 C1
8004 1 3 U1502 P76 gwa-t11 C5 C1 C1
11647 4 4 U1502 P76 gwa-t11 C5 C1 C1
13098 28 5 U1502 P76 gwa-t11 C5 C1 C1
13098 695 5 U1502 P76 gwa-t11 C5 C1 C1
13098 64 5 U1502 P76 gwa-t11 C5 C1 C1
13098 166 5 U1502 P76 gwa-t11 C5 C1 C1
13098 106 5 U1502 P76 gwa-t11 C5 C1 C1
13098 187 5 U1502 P76 gwa-t11 C5 C1 C1
13098 304 5 U1502 P76 gwa-t11 C5 C1 C1
13098 91 5 U1502 P76 gwa-t11 C5 C1 C1
13098 257 5 U1502 P76 gwa-t11 C5 C1 C1
19685 6 6 U1502 P76 gwa-t11 C5 C1 C1
24274 8 7 U1502 P76 gwa-t11 C5 C1 C1
25221 4 8 U1502 P76 gwa-t11 C5 C1 C1
30764 80 9 U1502 P76 gwa-t11 C5 C1 C1
30764 360 9 U1502 P76 gwa-t11 C5 C1 C1
30764 136 9 U1502 P76 gwa-t11 C5 C1 C1
30764 159 9 U1502 P76 gwa-t11 C5 C1 C1
30764 340 9 U1502 P76 gwa-t11 C5 C1 C1
30764 40 9 U1502 P76 gwa-t11 C5 C1 C1
30764 189 9 U1502 P76 gwa-t11 C5 C1 C1
30764 410 9 U1502 P76 gwa-t11 C5 C1 C1
30764 58 9 U1502 P76 gwa-t11 C5 C1 C1
30764 584 9 U1502 P76 gwa-t11 C5 C1 C1
30764 178 9 U1502 P76 gwa-t11 C5 C1 C1
30764 51 9 U1502 P76 gwa-t11 C5 C1 C1
30764 442 9 U1502 P76 gwa-t11 C5 C1 C1
32445 210 10 U1502 P76 gwa-t11 C5 C1 C1
32445 142 10 U1502 P76 gwa-t11 C5 C1 C1
32445 75 10 U1502 P76 gwa-t11 C5 C1 C1
32445 55 10 U1502 P76 gwa-t11 C5 C1 C1
32445 439 10 U1502 P76 gwa-t11 C5 C1 C1
32445 267 10 U1502 P76 gwa-t11 C5 C1 C1
32445 146 10 U1502 P76 gwa-t11 C5 C1 C1
32445 144 10 U1502 P76 gwa-t11 C5 C1 C1
32445 322 10 U1502 P76 gwa-t11 C5 C1 C1
32445 331 10 U1502 P76 gwa-t11 C5 C1 C1
32445 558 10 U1502 P76 gwa-t11 C5 C1 C1
32445 204 10 U1502 P76 gwa-t11 C5 C1 C1
32445 220 10 U1502 P76 gwa-t11 C5 C1 C1
32950 127 11 U1502 P76 gwa-t11 C5 C1 C1
32950 139 11 U1502 P76 gwa-t11 C5 C1 C1
32950 420 11 U1502 P76 gwa-t11 C5 C1 C1
33769 74 12 U1502 P76 gwa-t11 C5 C1 C1
33769 187 12 U1502 P76 gwa-t11 C5 C1 C1
36449 1 13 U1502 P76 gwa-t11 C5 C1 C1
37529 15 14 U1502 P76 gwa-t11 C5 C1 C1
39444 81 15 U1502 P76 gwa-t11 C5 C1 C1
39444 94 15 U1502 P76 gwa-t11 C5 C1 C1
39444 56 15 U1502 P76 gwa-t11 C5 C1 C1
39834 21 16 U1502 P76 gwa-t11 C5 C1 C1
40193 450 17 U1502 P76 gwa-t11 C5 C1 C1
40193 102 17 U1502 P76 gwa-t11 C5 C1 C1
40193 141 17 U1502 P76 gwa-t11 C5 C1 C1
40193 15 17 U1502 P76 gwa-t11 C5 C1 C1
42929 143 18 U1502 P76 gwa-t11 C5 C1 C1
2496 6 1 U1503 P76 gwa-t11 C1 C2 C5
5423 130 2 U1503 P76 gwa-t11 C1 C2 C5
11093 1 3 U1503 P76 gwa-t11 C1 C2 C5
15617 6 4 U1503 P76 gwa-t11 C1 C2 C5
15617 2 4 U1503 P76 gwa-t11 C1 C2 C5
20897 2 5 U1503 P76 gwa-t11 C1 C2 C5
25704 1 6 U1503 P76 gwa-t11 C1 C2 C5
30609 3 7 U1503 P76 gwa-t11 C1 C2 C5
37664 2 8 U1503 P76 gwa-t11 C1 C2 C5
39246 5 9 U1503 P76 gwa-t11 C1 C2 C5
39246 515 9 U1503 P76 gwa-t11 C1 C2 C5
39246 1760 9 U1503 P76 gwa-t11 C1 C2 C5
39996 2 10 U1503 P76 gwa-t11 C1 C2 C5
21028 501 1 U1504 P76 gwa-t11 C2 C3 C4
