SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
5625 10 1 U1 P1 gwa-t1 C2 C4 C4
6532 8 2 U1 P1 gwa-t1 C2 C4 C4
8101 2 3 U1 P1 gwa-t1 C2 C4 C4
13912 23 4 U1 P1 gwa-t1 C2 C4 C4
24636 6 5 U1 P1 gwa-t1 C2 C4 C4
25474 5 6 U1 P1 gwa-t1 C2 C4 C4
26659 13 7 U1 P1 gwa-t1 C2 C4 C4
26659 11 7 U1 P1 gwa-t1 C2 C4 C4
26659 27 7 U1 P1 gwa-t1 C2 C4 C4
28568 26 8 U1 P1 gwa-t1 C2 C4 C4
28568 30 8 U1 P1 gwa-t1 C2 C4 C4
28568 38 8 U1 P1 gwa-t1 C2 C4 C4
28568 65 8 U1 P1 gwa-t1 C2 C4 C4
28568 5 8 U1 P1 gwa-t1 C2 C4 C4
28568 522 8 U1 P1 gwa-t1 C2 C4 C4
30795 10 9 U1 P1 gwa-t1 C2 C4 C4
31697 6 10 U1 P1 gwa-t1 C2 C4 C4
31697 80 10 U1 P1 gwa-t1 C2 C4 C4
36163 16 11 U1 P1 gwa-t1 C2 C4 C4
43159 28 12 U1 P1 gwa-t1 C2 C4 C4
5084 7 1 U2 P1 gwa-t1 C1 C4 C3
5476 20 2 U2 P1 gwa-t1 C1 C4 C3
5476 7 2 U2 P1 gwa-t1 C1 C4 C3
7113 2 3 U2 P1 gwa-t1 C1 C4 C3
7288 6 4 U2 P1 gwa-t1 C1 C4 C3
8035 6 5 U2 P1 gwa-t1 C1 C4 C3
9285 36 6 U2 P1 gwa-t1 C1 C4 C3
9625 55 7 U2 P1 gwa-t1 C1 C4 C3
11017 131 8 U2 P1 gwa-t1 C1 C4 C3
11017 148 8 U2 P1 gwa-t1 C1 C4 C3
11017 103 8 U2 P1 gwa-t1 C1 C4 C3
11017 187 8 U2 P1 gwa-t1 C1 C4 C3
11017 17 8 U2 P1 gwa-t1 C1 C4 C3
11017 7 8 U2 P1 gwa-t1 C1 C4 C3
11017 158 8 U2 P1 gwa-t1 C1 C4 C3
11017 40 8 U2 P1 gwa-t1 C1 C4 C3
11017 55 8 U2 P1 gwa-t1 C1 C4 C3
11017 112 8 U2 P1 gwa-t1 C1 C4 C3
11017 145 8 U2 P1 gwa-t1 C1 C4 C3
11017 9 8 U2 P1 gwa-t1 C1 C4 C3
11017 65 8 U2 P1 gwa-t1 C1 C4 C3
11017 15 8 U2 P1 gwa-t1 C1 C4 C3
11017 66 8 U2 P1 gwa-t1 C1 C4 C3
11017 567 8 U2 P1 gwa-t1 C1 C4 C3
11240 234 9 U2 P1 gwa-t1 C1 C4 C3
11425 13 10 U2 P1 gwa-t1 C1 C4 C3
33308 98 11 U2 P1 gwa-t1 C1 C4 C3
33435 6 12 U2 P1 gwa-t1 C1 C4 C3
33706 5 13 U2 P1 gwa-t1 C1 C4 C3
34220 11 14 U2 P1 gwa-t1 C1 C4 C3
35422 10 15 U2 P1 gwa-t1 C1 C4 C3
35769 9 16 U2 P1 gwa-t1 C1 C4 C3
35769 7 16 U2 P1 gwa-t1 C1 C4 C3
37350 57 17 U2 P1 gwa-t1 C1 C4 C3
38294 5 18 U2 P1 gwa-t1 C1 C4 C3
38294 4 18 U2 P1 gwa-t1 C1 C4 C3
41030 3 19 U2 P1 gwa-t1 C1 C4 C3
751 50 1 U3 P1 gwa-t1 C1 C1 C4
751 22 1 U3 P1 gwa-t1 C1 C1 C4
1071 9 2 U3 P1 gwa-t1 C1 C1 C4
1071 41 2 U3 P1 gwa-t1 C1 C1 C4
1071 6 2 U3 P1 gwa-t1 C1 C1 C4
1071 2 2 U3 P1 gwa-t1 C1 C1 C4
1477 101 3 U3 P1 gwa-t1 C1 C1 C4
1477 10 3 U3 P1 gwa-t1 C1 C1 C4
1477 15 3 U3 P1 gwa-t1 C1 C1 C4
1477 6 3 U3 P1 gwa-t1 C1 C1 C4
1477 4 3 U3 P1 gwa-t1 C1 C1 C4
1477 197 3 U3 P1 gwa-t1 C1 C1 C4
6907 282 4 U3 P1 gwa-t1 C1 C1 C4
7139 87 5 U3 P1 gwa-t1 C1 C1 C4
7139 11 5 U3 P1 gwa-t1 C1 C1 C4
